individual	Lactate	Lactose	Maltose	Mannose
A06_14	0.220755285	0.497358268	3.722460436	0.144016404
A06_15	1.374620045	1.233183768	2.184185667	0.149839241
A06_16	2.0409967	1.598909099	2.94312602	0.826115181
A06_17	-2.71112046	-3.533911555	1.146914271	0.100211913
A06_18	0.434595794	2.142038997	0.962731837	-0.81101883
A06_19	-0.861596572	-1.698982824	-1.592053825	0.110090479
A06_20	1.352293708	1.170345248	3.986678945	1.093278149
A06_21	1.802759284	3.178071901	-4.692213133	0.109134746
A06_22	1.362832467	0.426413559	3.868235003	0.048076774
A06_23	-0.707278455	-0.31773103	2.185607355	-0.867650819
A06_24	-0.332059418	0.710590055	1.842594739	-0.183442915
A06_25	-0.489359319	-0.352366612	-0.149164793	-0.784548727
A06_26	1.118417304	0.748862919	-1.388929215	0.141063192
A06_27	2.066267231	1.324716218	3.681374335	1.220737497
A06_28	-0.359746821	-1.641832914	1.907841803	-0.103666697
A06_29	1.672422512	1.884482029	2.61528317	1.176745793
A06_30	2.567172224	2.031502433	3.151968819	1.850437876
A06_31	-1.623423907	-0.863999024	-1.242097093	0.100546078
A06_32	0.939228912	0.657897372	0.167321254	1.42289703
A06_33	-2.399033563	-4.89731642	-1.793618292	-0.494184411
A06_34	0.042553526	0.872237198	1.492767454	-0.82978193
A06_35	1.329751177	0.738117569	2.131305415	-0.075234249
A06_36	-1.476056073	0.884879005	0.635063889	0.458290155
A06_38	3.273392436	2.949566351	3.474248434	1.795608543
A06_39	1.046281667	0.994439155	4.286080507	1.458534583
A06_40	-1.850908401	-4.124771687	2.227131697	-0.558242371
A06_41	2.209236268	2.093468506	2.943813811	1.514070486
A06_42	2.378411316	2.603898765	5.118814254	1.62511951
A06_43	-0.753929866	-1.928933167	-1.307332374	0.488898057
A06_44	1.225269326	0.893235847	2.426165365	0.908673383
A06_45	0.932442886	-0.069384833	0.724594118	-0.118423149
A06_46	0.245551455	5.997612604	-6.46698641	0.992933118
A06_47	0.777404303	0.11325996	1.496551339	-0.283360176
A06_48	-3.996283136	-3.773626936	1.164029498	-0.520272154
A06_49	1.009769986	0.769557866	1.843546431	1.905173361
A06_50	0.137385851	-0.229356428	-4.326696721	1.205124993
A06_51	-0.727598954	-0.930322291	3.247860157	0.189990395
A06_52	0.646291388	0.16909391	-0.660890695	0.391421402
A06_53	-1.09911246	-1.818741321	-1.868833039	-0.01299981
A06_54	0.210120014	-0.275485525	3.27038947	0.768360936
A06_56	-0.536467783	-0.927277639	0.559125166	-2.037610307
A06_57	-1.393427957	-0.988034827	0.29158041	-1.072446005
A06_58	-1.090539879	-1.463297573	-6.898545577	-0.479641362
A06_59	-0.371329539	-1.021832429	1.145461503	0.380535282
A06_60	1.206821688	1.719060552	2.923345493	0.340478717
A06_61	-0.472078587	-1.213799344	0.625222796	-1.736235463
A06_62	1.054822127	-0.015173142	1.183103833	0.355890518
A06_63	1.79295412	1.97872649	1.446440203	-0.270663263
A06_64	0.14058005	-0.054567021	-7.517593791	0.303690331
A06_65	2.507699769	2.134400907	0.299086453	1.265571449
A06_66	0.999717049	1.506345896	3.189931072	0.251406937
A06_67	1.306938697	1.555146332	3.551173575	0.071424327
A06_68	0.767852141	4.531451914	-0.119831392	0.252925783
A06_69	0.216900953	0.326578437	-5.328909146	0.281579827
A06_70	-0.537065404	-1.07011479	-5.255765197	0.007667686
A06_71	0.526191951	-0.6816694	0.770218438	-0.42575758
A06_72	1.191275165	0.24807822	1.439498993	0.028578028
A06_73	-2.553225339	-3.369862932	1.339231653	-2.460497527
A06_75	2.279114513	3.651429321	3.970302783	1.245046007
A06_76	-0.43934003	-0.657633996	-6.538552052	-0.764427745
A06_77	-2.416770884	-2.943073522	0.911615681	-1.285747641
A06_78	-1.128129745	-2.387787747	-7.106497738	0.190240336
A06_79	0.681165959	1.198230797	2.532309593	-0.376506857
A06_80	2.552863868	2.729156118	2.808155379	1.509480718
A06_81	0.146808549	-0.225826939	0.044738009	0.928022123
A06_82	1.204956677	1.029887249	3.556145309	0.66004795
A06_83	1.583675117	1.20465265	-4.029137846	0.443775243
A06_84	-1.293546304	-0.679145199	0.464044835	-0.659686752
A06_85	-1.504262278	-1.130986617	-0.213628262	-0.475605161
A06_86	0.5242947	-0.390724525	3.748392887	0.582034363
A06_87	1.365470344	0.143297971	1.750854633	-1.850125775
A06_88	0.65446368	0.410292652	-4.17818916	0.060297948
A06_89	-0.243630363	-0.663589184	2.620764018	0.350332352
A06_90	0.390172616	-0.817522021	-4.362446495	0.741105293
A06_91	-0.082994821	-0.2400938	3.323137211	-1.506013238
A06_92	1.974756393	2.169719401	-3.607552193	0.074315605
A06_93	-0.343540354	-0.495829527	-5.322970506	-0.435165699
A06_94	1.04075464	0.073626436	4.451933972	0.398641169
A06_95	1.947125441	1.922799611	-2.620638112	2.164086862
A06_96	0.960889957	-0.742386406	-3.929704746	1.206267356
A07_01	2.445561679	2.734284026	-2.276883666	0.437167594
A07_02	1.598659655	3.216968004	2.195050325	0.857054044
A07_03	-0.891461422	-0.661952674	1.246653149	-1.108775501
A07_04	0.771205863	0.272841407	0.138608891	-0.546785438
A07_05	0.767291655	1.573854293	-4.389881931	0.029101678
A07_06	-1.777090259	-2.426456902	0.616023974	0.18066811
A07_07	0.726580018	0.40162963	2.196271387	0.558799795
A07_08	1.908805116	1.694883659	5.342604801	0.095064614
A07_09	-1.729795706	-1.470571895	-0.968809048	-0.282694624
A07_10	-0.6877845	-0.705567648	3.639497614	0.12481788
A07_11	-1.073064719	-0.742712001	0.981452497	-1.37193678
A07_12	-1.532543806	-0.973529779	-7.535664723	-1.119966647
A07_13	-0.51555781	2.058972741	3.422842434	-0.413729137
A07_14	-1.194606102	-2.087090509	2.428367168	0.321744726
A07_15	0.115751585	-0.570504201	4.302462021	1.802043258
A07_16	0.544127995	1.992544366	1.600058157	1.211864864
A07_17	1.551701242	0.366469243	3.632734704	1.267450508
A07_18	-0.354078636	0.143974455	3.662946867	0.610776569
A07_19	1.223964595	0.32796786	1.582343734	0.622520857
A07_20	-3.010443591	-2.358961599	-0.859856823	-0.748882308
A07_21	-0.313651843	0.359653326	1.630872855	1.018181099
A07_22	-0.307215639	-1.385392637	1.88373288	1.025132072
A07_23	1.731529269	1.44319646	1.068476505	1.304919654
A07_24	-0.639452822	0.539746997	-5.559464295	-1.767654495
A07_25	0.523880758	0.818669379	0.332784346	-0.671509338
A07_26	-1.15731353	-0.511853798	-6.822847453	-0.034010331
A07_27	0.572685199	0.768270896	1.426413968	0.324630853
A07_28	0.075750254	0.195796965	-1.182307678	0.061600892
A07_29	-0.085451245	-0.258560759	-6.611143714	-0.255067418
A07_30	1.43884875	0.930120721	-5.243816751	-0.371679274
A07_31	-0.735826966	0.519968428	2.67655035	0.381806159
A07_32	-2.226548187	-2.428135957	1.458002362	-0.853308822
A07_33	0.414006843	0.805473566	3.662392367	0.260815288
A07_34	0.900496077	0.461428825	3.144130694	1.707670927
A07_35	-1.525111386	-2.048886433	1.355152568	0.50401688
A07_36	-0.294607983	-1.115118083	-1.60111343	-1.080459647
A07_37	-1.726003476	-1.302908373	2.505778406	0.177505706
A07_38	-0.476408789	0.121686582	2.669040399	-0.837298421
A07_39	0.023373882	1.598385384	-5.082479599	-0.86780832
A07_40	1.764153676	1.862535416	1.729823805	0.993941089
A07_41	0.405771453	-0.671005463	-6.414572941	-0.016037507
A07_42	-0.634291615	-1.376738754	0.90151805	-0.160203167
A07_43	0.565827116	0.495172293	-6.331635635	0.474029187
A07_44	0.206320014	-0.08754158	-5.802192322	0.57209098
A07_45	1.490158314	1.019229466	1.820936349	0.619868248
A07_46	2.441225313	2.003484746	3.182513223	1.909267766
A07_47	0.635353861	2.079216695	2.688499748	0.567729479
A07_48	-2.914923538	-3.710314659	-4.147036547	-0.766483901
A07_49	2.261643473	1.932942638	5.147609995	1.917374714
A07_50	-0.850968686	-0.40121684	-5.744008275	-0.25878668
A07_51	0.078717231	-0.153718751	-6.744854386	0.924343063
A07_52	0.519584206	-0.57980108	3.444094006	0.448640727
A07_53	0.904005135	0.035530365	5.091407708	0.206943472
A07_54	1.832499992	0.227461471	3.240704859	0.821339495
A07_55	-0.475121077	-1.525441608	1.980286888	-0.227794957
A07_56	-1.006885893	-1.594006303	1.23759995	1.09824577
A07_57	-2.09501742	-2.795700382	-1.431557319	-2.032473858
A07_58	1.784574386	2.117258436	1.566159181	0.133875312
A07_59	-1.787306338	-1.894800939	-6.908145057	-0.691339377
A07_61	0.969216069	0.206050152	1.535130775	2.336751056
A07_62	2.519088904	1.989100737	1.250516291	0.718219669
A07_63	0.149873017	0.088269226	1.13582432	0.036135202
A07_64	0.143911325	-0.415797627	0.34776168	-0.731469547
A07_65	-1.08226727	-1.265948195	-6.176875433	-0.509291957
A07_66	-1.79547467	-2.795495722	1.825483876	-0.338860186
A07_67	-0.486989795	-0.49409449	1.264860874	-1.568444141
A07_68	-1.56644275	-1.920354935	0.047027207	-1.348428997
A07_69	1.410430642	0.838099282	1.627764683	0.729029745
A07_70	-0.216545638	-0.157575952	-1.413213662	-0.84141998
A07_71	0.468991556	0.552990093	0.909936153	0.424139124
A07_72	0.177096635	0.468730292	-5.628586607	-0.725254731
A07_73	1.863349074	1.067811188	-2.846156034	0.289358198
A07_74	-2.473648997	-1.331196035	2.181071774	-0.155581969
A07_75	-0.597004222	-0.992245969	-0.487547772	-0.477701804
A07_76	0.848630415	0.908434617	1.408047641	-0.785049288
A07_77	1.83982928	0.707964817	1.924421605	0.216060111
A07_78	-1.264376289	-0.735171697	3.082844454	0.718821388
A07_79	2.023317074	1.615214232	-3.480787015	1.399674149
A07_80	0.487577968	-0.219089003	0.884855465	0.828040783
A07_81	0.822395133	0.114572113	4.444377999	0.372155175
A07_82	0.967971096	0.713203792	2.944360945	0.62412331
A07_83	-2.985031846	-3.393143512	1.480113806	-0.924398773
A07_84	0.991150457	0.711160566	1.254597464	0.349365807
A07_85	0.853912714	1.225658444	2.137948313	2.78260808
A07_86	-0.068115906	-3.396078001	4.089522826	0.784374728
A07_87	2.761996256	1.507697716	2.713230833	0.786755707
A07_88	-0.38224743	0.106639325	4.984433302	0.604165272
A07_89	1.26409168	-0.09715185	4.152583013	1.610371905
A07_90	1.543130304	1.232756832	3.078242864	1.306194994
A07_91	-0.426964604	-0.637374683	0.794085985	0.536417329
A07_92	-1.513521859	-1.291425872	-0.059936293	-0.433939127
A07_93	0.950117172	1.137799442	2.446653624	1.288607983
A07_94	-0.96129651	-0.643604861	4.037255898	0.798525138
A07_95	-2.143963278	-2.888689452	-0.244860794	0.640925466
A08_01	0.908560676	2.535352594	2.269789395	0.191313917
A08_02	-0.970412598	-0.607274293	2.036900571	-0.972786427
A08_03	2.174110073	1.635593496	3.418879104	0.630457988
A08_04	0.650645571	1.043263274	2.558583143	0.25988235
A08_05	-0.304796685	-0.540161162	3.51135702	0.279532896
A08_06	-0.81685193	-0.250198331	-5.134451444	1.133714346
A08_07	-0.638873979	-0.169965637	1.768644132	-0.850772936
A08_08	1.205309013	1.78399055	-4.141800759	0.333500861
A08_09	-0.172133741	0.059891667	2.470630558	1.461055309
A08_10	0.011423479	-1.521714207	-4.13577205	0.380335681
A08_11	2.176667776	2.632069006	3.687317934	1.100735123
A08_12	0.460396828	0.399514407	1.455171794	1.339632329
A08_13	0.901165309	4.616611096	-3.659331094	0.535615469
A08_14	0.444605347	0.593988305	1.371963518	-0.536612583
A08_15	1.383024577	1.337972025	-4.03030606	0.956731586
A08_16	-0.01274222	0.217204823	-0.983536808	0.149232915
A08_17	2.044433221	1.928252377	0.864706192	-0.406490496
A08_18	0.614443703	0.413256541	3.626892738	-0.223824152
A08_19	1.463623383	1.175140614	1.730616981	1.235304591
A08_20	0.245922741	-0.170507169	-5.755581384	0.340088675
A08_21	1.310615159	1.468956149	2.578453472	-0.526197888
A08_22	3.002073514	2.610444227	0.204595143	-0.011186006
A08_23	2.085649511	2.001583074	0.796493283	1.09006815
A08_24	-1.533173054	-2.193094143	1.029950541	-0.549915697
A08_25	0.787476928	0.787992874	3.274558454	0.317983343
A08_26	-1.563804891	-1.347720991	0.085421142	0.241698206
A08_27	0.836428276	0.875726112	2.321740622	0.049466088
A08_28	-0.643728829	-1.514776307	-6.225767864	-1.90476007
A08_29	-0.52083776	-0.170321805	0.086414927	0.351926568
A08_30	-2.053007928	-2.638847655	0.361084918	-0.221766225
A08_31	-0.455634447	-0.513474453	2.979947726	-0.201840925
A08_32	0.361099248	2.44691078	-1.601226685	0.344184291
A08_33	-1.549152298	-3.536644943	-0.419461109	-0.635822569
A08_34	1.874753194	1.372030901	1.898425928	-0.163121669
A08_35	-0.381158596	-0.890932418	-6.133616753	-0.383467469
A08_36	-2.007877175	-1.388801995	1.335506961	-0.015169566
A08_37	-0.13212765	0.240963098	0.816554405	0.050136593
A08_38	3.946569005	5.795063144	5.579555842	1.573648551
A08_39	0.237176364	0.768612419	0.66576868	-0.391449014
A08_40	1.362591387	0.777328607	-4.681299297	1.714356734
A08_41	0.706319816	1.460720111	1.100917827	0.677941337
A08_42	-1.395340799	-1.573522714	1.032441345	1.388411185
A08_43	-1.269261854	-0.968067645	-0.475535654	-2.098528876
A08_44	2.256404587	7.704775174	1.962592585	1.407918809
A08_45	-0.609732552	-1.232339371	2.186842903	-0.446513184
A08_46	-3.181478694	-4.775770905	-0.050042993	-1.080794242
A08_47	-1.282853925	-1.873828724	-1.749481814	-1.069211163
A08_48	-1.891893342	-1.43254831	0.909540989	-1.312095763
A08_49	1.887087487	0.007658305	2.371754391	-0.257100875
A08_50	0.114049799	1.096184676	4.204083816	-1.138842138
A08_51	0.496483194	0.718994123	-4.941496819	-0.606375093
A08_52	-1.366406523	-1.087318442	3.07126971	-0.147273904
A08_53	0.965753517	0.305463458	0.572922368	0.181660625
A08_54	0.101290429	-0.95961013	-0.87627468	-0.504664717
A08_55	1.574762859	1.248021812	3.582098699	1.181162703
A08_56	1.019729875	1.481946874	1.895998638	-0.175603939
A08_57	0.366762666	-0.348207591	3.623924571	0.220757588
A08_58	0.417880291	-0.059509946	2.433004224	-0.522443706
A08_59	-2.541628027	-2.889406632	1.116157818	-0.63488716
A08_60	0.008407889	1.393904394	0.901106219	-0.55570398
A08_61	0.042130119	-0.468818687	-0.79162546	0.400849952
A08_62	0.751522326	0.161594501	-2.011630726	-0.025060256
A08_63	-1.531257678	-1.079600112	0.879634663	-1.488881264
A08_64	-0.844825074	-2.494032785	1.072108015	-0.570826613
A08_65	2.133732336	1.558046429	2.741406732	1.061787004
A08_66	0.587330016	0.394825449	1.864605145	0.084476518
A08_67	1.325586559	0.100042437	0.364248489	1.112173832
A08_68	-2.09584453	-4.197253935	-1.018115314	-0.521025526
A08_69	-1.307324565	-4.478410338	0.911714658	-1.399561119
A08_70	1.578167717	3.058868863	-4.092082576	0.937373813
A08_71	0.834131221	0.330961683	1.885409115	0.603353764
A08_72	-0.792781975	-0.757536775	1.812183053	-0.071155153
A08_73	-1.943736808	-0.894079661	-4.099923409	0
A08_74	-0.810787134	1.416460038	2.826657813	0.100630559
A08_75	-0.769319025	-0.432062598	2.648533829	-0.682506335
A08_76	-0.662596243	-0.142873758	1.629196238	-0.529489161
A08_77	-0.713411909	-1.716248262	0.874014634	-0.638146736
A08_78	1.312500423	1.861420324	2.550438386	1.408856301
A08_79	0.368503943	5.960970552	2.942369879	-0.170994061
A08_80	-0.958507789	-1.362426205	-6.610101629	-0.431529189
A08_81	-0.265565449	-0.504247858	4.199992194	1.199370243
A08_82	0.277822502	0.193206848	3.810153335	-0.959628894
A08_83	-0.166640223	-0.792435033	0.450323395	-0.488168573
A08_84	1.1715732	0.550958556	-3.449229631	1.550903278
A08_85	0	1.05851055	0.323656723	0.002402676
A08_86	-0.174315289	-1.507016286	2.337107468	-0.224083338
A08_87	0	0.019690199	3.550066822	-0.076119972
A08_88	0	1.557703127	2.172355256	-0.512716792
A08_89	1.673472781	-0.56585296	1.160799191	0.526330791
A08_90	0.028558641	-1.507805048	0.820785267	-0.609379973
A08_91	0	-1.307574733	1.711124072	0.893547363
A08_92	0	-0.8789856	3.43998903	-0.101221315
A08_93	0	0.769181362	5.066925438	1.070826694
A08_94	0	-2.125911707	-0.033006482	-2.24472905
A08_95	0	2.444341411	2.561261141	0.568322353
A08_96	0	0.780629814	2.010838732	1.175716723
A09_01	-1.646647076	0.101374333	3.148769833	0
A09_03	-2.475307363	-3.899637855	-5.798804048	0
A09_04	1.52834914	1.074028858	2.972357742	0
A09_05	-3.385407605	-2.969935376	-6.858397124	0
A09_06	1.668266753	2.117754389	2.004743969	0
A09_07	2.290514615	2.67712154	5.071669514	0
A09_08	-0.521078049	1.020470115	0.971379809	0
A09_09	0.990243512	1.39555524	-4.159891746	0
A09_10	0.603190362	-0.134026601	4.145788028	0
A09_11	-1.212150564	-1.747743886	-4.254655873	0
A09_12	0.053699373	-1.085700139	2.834132318	0
A09_14	0.535561652	0.83062466	-4.367269921	2.26676638
A09_15	-1.294264573	-1.486407763	1.427727129	0.209018693
A09_16	0.831639176	0.72528874	-0.363412606	-1.811897201
A09_17	-0.401176743	-0.360304749	2.50254825	-0.580769721
A09_18	-0.411964652	-0.548637475	-0.343913947	-2.647372429
A09_19	-0.753114324	-0.753031424	1.876732057	-1.835399393
A09_20	-0.212841252	0.025493854	-5.83787972	1.087768256
A09_21	-1.310683091	-1.092213041	3.327732651	0.558607703
A09_22	0.40210667	0.162867895	-4.504456423	-2.865996793
A09_23	0.178729537	0.333173682	-4.432229414	-1.748786674
A09_24	-2.695238309	-2.36505453	2.514158347	-0.513588729
A09_25	-1.342720325	3.324206101	2.014981228	0
A09_26	0.232613844	0.391906158	1.548209536	1.032384397
A09_27	0.639135352	0.044999539	4.280265788	2.026978017
A09_28	0.349735407	0.400947952	2.161526943	-1.57765394
A09_29	2.85281769	2.82530972	4.990698868	0.941610834
A09_30	1.211000889	-0.069471768	-5.580033955	1.604694442
A09_31	3.13350953	2.932705007	-3.418029827	0.303400495
A09_32	1.928173084	2.622362834	2.502198011	-0.852639328
A09_33	-0.286496577	-0.958377237	2.900096052	-1.430344445
A09_34	-0.263039816	0.554031797	5.08463111	0.232277558
A09_35	-0.356783205	-1.30200345	0.791906516	-1.61304149
A09_36	1.030452255	0.186805617	2.491449043	0.1212342
A09_37	-0.794492978	-2.384562658	-0.111924633	0
A09_38	0.865178518	2.974815298	2.574510632	0.86106383
A09_39	1.030207323	0.734335528	-4.091969479	-0.443993248
A09_40	1.365091424	0.857606923	0.878173456	-0.817368263
A09_41	1.130598188	1.044887712	3.402959141	1.745703365
A09_42	2.389937424	2.061600856	3.414415192	1.583711654
A09_43	0.0066163	-1.011520617	0.064029466	-1.185405227
A09_44	0.16120234	0.3745891	4.256007046	-0.453579575
A09_45	1.62185217	0.885988715	-3.992760684	-0.198954213
A09_46	2.07412238	3.04887699	2.74702283	-1.024045488
A09_47	0.999951953	0.903956889	3.806167819	-2.870045758
A09_48	-0.624984322	-1.168688088	3.361147866	-2.325458883
A09_49	-1.110081547	-0.872868808	2.897202065	0
A09_50	-0.996973284	0.008602185	3.894384092	-2.764203702
A09_51	-0.48871572	-1.169795776	1.45397663	0.302868863
A09_52	1.095991038	3.744959737	5.271419582	0.716353534
A09_53	1.53738603	1.001739388	1.983932168	-0.670246898
A09_54	-1.987580936	-2.734830098	-0.15407636	-1.662340765
A09_55	1.328816337	1.795637805	-4.030482692	0.154127155
A09_56	-2.973986216	-2.317270835	3.879469644	-0.749190132
A09_57	0.501959656	2.960570639	-5.598430991	0.993511619
A09_58	-1.393900324	-1.597014378	2.46581995	1.199020072
A09_59	-1.204105631	0.036318627	-5.783350586	0.680419816
A09_60	1.17694166	3.436629243	3.000687165	-0.429897333
A09_61	-0.589952925	-1.248671581	2.27702058	0
A09_63	-1.811750033	-1.274035817	-6.504399017	-2.076498629
A09_64	-0.449552594	-0.864777909	1.78200257	0.473674951
A09_65	0	0	0	0
A09_66	-0.787242349	-1.59554411	0.734471064	-3.399077336
A09_68	-0.96361403	-1.297148593	3.849460412	-1.149149518
A09_69	-1.378163699	-2.759023507	1.728320491	0.214719728
A09_70	0.25856631	0.732908951	-3.325763253	0.625092303
A09_71	-2.536777437	-3.665492954	0.889212828	-0.287398063
A09_72	0.23357406	0.15732389	-5.465896364	-0.277513761
A09_73	-0.601899946	-1.768273012	2.380801332	0
A09_74	0.484893928	-0.440810518	1.308525686	0.641944219
A09_75	-0.77877292	0.089600848	-5.456752868	0.017420409
A09_76	-1.38174348	-2.23534962	2.577993564	-0.954480653
A09_77	-0.316857451	-0.663866208	2.434761083	0.439695071
A09_78	-1.743664665	-2.846026387	0.956298593	0.40318784
A09_79	-0.284551889	-0.503323502	4.378395493	1.131194964
A09_80	1.007304023	0.83983404	4.60995785	0.518141428
A09_81	-1.055356344	-1.172147811	-5.783740899	0.545533608
A09_82	0.47967314	0.730760443	1.037614224	-1.536020133
A09_83	0.953947645	0.176421881	3.349940375	-0.151365579
A09_84	-1.773856617	-2.504581675	-5.711321036	-2.720476119
A09_85	-1.753324797	-0.964960105	4.13922964	3.103012972
A09_86	2.21417133	2.184568121	-4.0120709	3.343536951
A09_87	0.351093267	0.611370007	3.604611521	0.614707084
A09_88	-1.09083577	-1.074196312	-1.38798971	0.237445899
A09_89	0.830752519	0.868946253	2.456886734	2.282248368
A09_90	0.760524631	0.392687514	-1.519831966	-0.214797676
A09_91	-1.399666558	-1.172617722	-0.695386806	0.407520852
A09_92	0.041839028	-0.609976979	-0.06369622	2.519385715
A09_93	3.477122119	2.064405591	1.94476317	0.332927179
A09_94	-0.639393577	-0.266667422	-2.082613669	0.381216042
A09_95	0.522782267	5.140653848	3.328198428	0.792648069
A09_96	-0.088228233	-1.381401176	0.567715365	-0.756439496
A10_01	-1.164249724	-1.307660282	2.885126906	0
A10_02	-0.506883836	0.718011777	1.403046299	0
A10_03	0.557083618	-1.010015984	0.923631235	0
A10_04	0.77251842	1.608231258	1.19989311	0
A10_05	0.862681976	1.323974746	3.503393123	0
A10_06	1.144434262	2.019087049	2.810946999	0
A10_08	-1.164114562	-1.345157046	-0.252728093	0
A10_09	0.477184306	-0.285565419	2.113426674	0
A10_10	1.079274494	1.039277965	6.04545946	0
A10_11	-0.374640096	-0.463262118	0.573794303	0
A10_12	-0.22189717	0.087591649	3.765984543	0
A10_13	-1.521942593	-1.049850657	1.044083154	0.498962556
A10_15	0.258497571	0.041460513	3.843221554	-1.750082032
A10_16	-0.285940052	-1.109859659	3.720006853	1.744761102
A10_17	0.10100045	1.071373279	-4.042640129	0.172302984
A10_18	-1.048824094	-1.733411857	0.933588071	1.221798346
A10_19	0.024300789	-0.206387854	0.120896951	-2.158269347
A10_20	1.076056184	2.229692786	4.275994586	-0.568703081
A10_21	-0.583392719	-0.506721602	-6.233722774	-1.414270768
A10_22	1.596400004	0.700788042	3.870975633	0.256702771
A10_23	0.843102006	0.565046832	-4.783970372	0.37590976
A10_24	2.24513525	4.998379187	-3.491315082	1.970420559
A10_25	1.113671012	0.806184736	4.530980935	2.852218324
A10_26	0.092342905	-0.044870499	-1.667318476	-3.76243892
A10_27	1.158935787	3.314304468	3.030004843	0.900928145
A10_28	0.927735737	-0.292142477	-5.656473	0.339961761
A10_29	1.312208977	1.159890946	5.127875378	0.368280394
A10_30	0.680925682	2.269305996	3.56183332	-0.347170629
A10_31	1.030548026	0.798951205	5.942590403	0.632541992
A10_32	-1.73286895	-3.97584926	-6.052990164	0
A10_33	1.726323574	1.302180751	-2.927342556	1.082385868
A10_34	0.947370787	-0.765763778	2.881403054	-0.150676403
A10_35	-0.348354423	0.56581064	1.547593313	0.713624285
A10_36	0.642089107	0.290156858	2.963520794	1.37931499
A10_37	1.860387696	4.933563464	0.376788204	0.999200393
A10_38	1.897146475	1.989647331	2.404343777	1.7571575
A10_39	0.737448597	0.542174463	-6.271523039	1.115720241
A10_40	1.699419084	1.604022625	1.323529303	0.587401254
A10_41	-0.205517917	-1.614651963	3.689876323	3.158546093
A10_42	0.778967878	0.91365126	1.834074419	2.628516742
A10_43	0.228904944	-1.475245582	-0.181327577	-1.4956463
A10_44	-2.458178284	-3.76527465	-6.71034911	-1.364098588
A10_45	1.401532821	0.303721686	2.162005788	0.263405366
A10_46	0.012672158	0.108891916	2.825674931	0.067338625
A10_47	-0.326104037	-0.973900151	-5.832589465	0.531278512
A10_48	-2.050576625	-1.543994501	0.541136011	-2.413577522
A10_49	1.881835466	2.22499369	-2.874021871	1.778064903
A10_50	-0.040849628	-0.090813353	0.907318075	-1.604003375
A10_51	-0.700104777	0.513377945	2.766190979	-0.996094217
A10_52	0.174822975	-1.779251077	0.677427357	2.025087333
A10_53	-0.488367427	-0.498769091	-6.019340852	-1.451591977
A10_54	1.306033696	0.354389134	1.719475086	-0.131961205
A10_55	0.568933433	0.244377139	-4.679151814	1.584903066
A10_56	0.556258377	-0.407890557	-5.293997506	1.861636912
A10_57	0.693919859	0.204336793	-4.537806647	-0.872308047
A10_58	1.829578645	2.232254806	-3.253093116	1.459119714
A10_59	-2.643457817	-2.886297522	1.464158511	-1.11852726
A10_60	1.148384812	-0.188904515	-0.321890354	1.356143407
A10_61	2.177117515	1.930734455	2.385678403	2.536993459
A10_62	-0.268078616	-0.537276816	1.546972688	2.571249713
A10_63	-0.054980771	-0.030141935	0.75232551	1.598764603
A10_64	0.258622708	-0.477537765	-6.405618517	1.425455039
A10_65	0.096965165	-0.196205589	1.871978733	1.663597334
A10_66	0.40736941	-0.487803399	0.132539672	0.02293939
A10_67	-0.665591026	-0.490950231	2.598305589	0.902887158
A10_68	0.319374127	-0.181299899	2.87038064	3.178033324
A10_69	0.426644163	0.744357239	-4.357438669	-0.162696614
A10_70	1.078810482	1.768761343	-3.51229148	-1.911362539
A10_71	-0.605657064	1.127602805	1.165955539	-0.809092903
A10_72	-1.556050603	-1.552274747	0.276364697	-1.020384492
A10_73	0.914242454	0.267942419	-3.767778304	3.202788921
A10_74	1.070101851	-0.43791193	2.897782168	-0.112010823
A10_75	1.539309855	1.362989519	0.422453298	3.269377136
A10_76	1.357000226	1.275773454	-4.592083526	0.936130724
A10_77	1.619234248	1.497797843	-2.96308363	0.632219104
A10_78	1.913809426	1.931172564	2.567435432	2.468013525
A10_79	-0.756934108	-0.294491617	1.994686262	0.560650846
A10_80	1.202691447	1.830509465	3.745064642	0.636863433
A10_81	2.840919825	2.318992909	3.031436212	1.702953779
A10_82	-0.918684118	-0.547289255	1.686592042	-1.785005096
A10_83	0.613311735	1.050426542	-3.672743194	-1.73226882
A10_84	0.183513656	3.322960616	1.064528591	-0.325242852
A10_85	-0.488169585	2.857688648	4.212141672	2.583693224
A10_86	0.250948624	-0.51969639	-0.912734689	-1.958290716
A10_87	0.721371198	-0.102463988	-5.660936705	2.772973392
A10_88	0.867436482	0.84549687	3.282067069	2.001380328
A10_90	0.989985883	0.809374789	1.225883699	-1.24328896
A10_91	0.456865726	-1.126787914	1.843180805	-0.492746535
A10_92	-1.039644943	-0.856689321	-0.870897762	-0.752215845
A10_93	-0.349005276	-1.243088215	-0.314490066	0.890363835
A10_94	0.824228547	0.292830908	0.989771151	-0.417466785
A10_95	0.628660837	0.573801315	-5.920455801	0.211496103
A10_96	0.046699613	0.177386375	4.952658701	1.277967448
A11_01	-0.045820366	0.925214421	0.182092209	-1.290688387
A11_02	0	-0.062434625	2.278763254	1.49006373
A11_03	1.801178684	2.286721826	3.707499747	1.497823706
A11_04	0.529527817	-0.34798691	1.842547509	-0.110067129
A11_05	-0.452772069	-1.599315215	-7.39451079	1.496939045
A11_06	-1.000140991	-1.598348866	0.579958635	-0.164982578
A11_07	-0.101069077	-0.531610768	4.103362629	0.116614954
